0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,61,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,27,93,0,1.293,5,75
0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,1.16,0,0,0,0,0.391,0,65,31,0,1.384,4,18
0.76,0,0,0,0,0,37,0,0,0,0,0.76,0,0,0,19,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0.76,0,0,0,0.135,0,0,30,29,0,1.411,5,24
0,0,0.5,0,0,0,84,0,0,0,0,1,0,0,0,52,0,0,1,0,1.25,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,53,50,0.041,1.732,11,227
0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,81,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,27,0,1.166,2,7
0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687,0,66,55,0,1.903,17,59
0,0,0,0,0,0,41,0,0.91,0,0,0,0,0,0,33,0,0,0.91,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,80,23,0,2.9,28,87
0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,93,0,0,3.84,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,51,47,0,3.222,14,58
0,0,0,0,0.34,0,41,0,0,0,0,0.34,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,3.06,0,0,0,0.34,0,0,0,0.34,0,0,0,0,0,0,0.34,0.088,0.132,0,94,16,0,1.25,7,85
0.01,0,0.03,0,0.33,0.03,28,0,0.23,0.01,0,0.09,0,0,0,60,0,0.01,0.07,0,0.05,0,0,0,0.53,0.55,0.01,0,0,0,0,0,0.47,0,0.01,0.01,0.45,0.01,0,0,0,0,0.01,0,0,0,0.05,0,0.2,0.127,0.064,61,86,0,2.589,38,2349
0,2.46,0,0,0,0,48,0,0,0,0,0,0,0,0,41,0,1.23,1.23,0,1.23,0,0,0,0,0,3.7,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0.392,0,44,12,0,2.142,10,75
0,0,0,0,0.09,0,80,0,0,0.09,0,0.18,0,0,0,15,0,0,0.37,0,0,0,0,0,2.43,1.21,0.28,0.09,0.09,0.18,0.09,0.09,1.12,0.09,0.09,0.18,1.12,0,0,0.09,0.56,0,0.18,0,0.09,2.24,0,0.09,0.123,0.479,0.095,58,86,0,3.625,51,1131
0.17,0,0.17,0,1.45,0.34,71,0.05,0.05,0.05,0.05,0.52,0.29,0.05,0,67,0.69,0.05,4.24,0.23,1.04,0,0.75,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.051,0,62,92,0,1.796,12,458
0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,21,0,1,1,5
0,0,0.85,0,0.85,0.21,57,0,0,1.5,0,0,0,0,1.07,57,0.21,0,0.64,0.21,1.71,7.08,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,63,0.969,9.052,58,869
0,0,0,0,2.46,0,32,0,0,1.23,0,0,0,0,0,79,0,0,2.46,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0.245,0,0,22,3,0,1.166,3,14
0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,28,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0.675,0,0,55,16,0,1,1,3
0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0.72,0,0.72,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047,0,52,33,0.13,3.475,7,139
0,1.11,1.11,0,1.11,0,49,0,0,0,0,0,0,0,0,73,0,0,3.33,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,22,0,2.058,5,35
0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,46,0,0,0.66,0,0.33,0,0,0,5.66,2.66,2,0.66,0.66,0.66,0.66,0.66,0,0.66,0.66,0.66,0.66,0,0.33,0.66,0,0,0.66,0,0.66,0,0,0,0.101,0.254,0.101,77,96,0,2.725,15,248
0,0,0.93,0,0,0,45,0,0,2.8,0.93,0,0,0,0,44,2.8,0,4.67,0.93,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,16,88,0,1.612,10,50
0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,65,0,0,2.08,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,94,0,3.812,11,61
0,0,0,0,0,0,62,0,0,0,0,1.61,0,0,0,81,0,1.61,3.22,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,14,0,1.181,3,13
0,0,0.67,0,0,0,45,0,0,0,0,1.34,0,0,0,26,0,0,4.69,0,1.34,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0.493,0,41,25,0,1.24,3,31
0,0.24,1.45,0,0.36,0.6,97,0,0.6,1.45,0.12,0.85,0.48,0,1.94,89,0,0,1.33,0.12,0.6,0,0.48,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.12,0,0,0,0.117,0,86,54,0,4.493,39,746
0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0.441,0,94,22,0,4.066,17,61
0.01,0.01,0.13,0,0.13,0.01,96,0,0.01,0.13,0.03,0.45,0.03,0.07,0,71,0.53,0.07,0.07,0,0.03,0,0.01,0,0,0,0,0,0.01,0,0,0,1.57,0,0,0.11,0.86,0,0,0.03,0,0.03,0.03,0.01,0.01,0.23,0,0.15,0.008,0.111,0,20,47,0.01,2.106,58,3027
0.1,0,0.1,0,0.1,0.1,94,0.4,0,0,0.1,0.8,0,0,0,35,0,0.1,0.1,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0.1,0,0,0,0.3,0,0.1,0,0,0.4,0.2,0.2,0,0.8,0,0,0.015,0.136,0.015,65,85,0,1.636,18,527
0.86,0,0,0,0,0,57,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0.86,0,0,0,0,0,1.72,0,0,0,0,0,0,0,49,54,0,1.564,7,61
0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0,64,18,0,4,11,36
0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,2.08,0,0,0,0,0.393,0,8,26,0,1.545,6,17
0,0,0.55,0,1.11,0,44,0,0,0,0,0,0.92,0,0.18,37,0.37,0.37,3.15,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,10,45,0,1.32,4,70
0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735,0,52,23,0,3,7,48
0,0,0,0,0,0,70,0,0.91,0,0,0.3,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0.254,0,55,52,0,3.606,119,357
0,0,0,0,0,0,67,0,0,1.4,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,29,20,0,3.875,28,93
0.57,0,0.57,0,0,0,94,0.57,0,0,0,1.14,0,0,0,10,0,0,5.14,0,1.14,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,0,2.9,32,116
0,0,0,0,0,0.63,93,1.58,0.31,0.63,0,0.95,0,0,0,39,0,0,1.26,0,0.63,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,39,77,0,4.171,76,292
0,0,0.59,0,0.59,0,28,0,0,0,0,0.59,0,0,0,39,0,0,0.59,0,0.59,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0.105,0,45,49,0,1.826,8,42
0.08,0,0.17,0,0,0.08,33,0,0.08,0,0,0,0.08,0,0,38,0,0.08,4.19,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0.031,0.078,0,86,14,0,1.114,9,272
0.5,0.46,0.34,0,0.15,0.03,94,0.19,0.57,0.65,0.3,0.73,0.65,1.27,0.03,84,0.42,0,3.08,0,1.34,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.011,0.077,0,9,58,0.125,7.202,595,2413
0.39,0,0.39,0,0,0.39,10,0,0,0,0,0.39,0.78,0,0,27,1.17,0.78,3.13,0,1.17,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,35,0,1.461,19,114
0.19,0,0,0,0,0,42,0,0,0.59,0,0.19,0.19,0,0,91,0,0.19,0.59,0,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0.095,0,34,53,0,1.411,7,120
0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,1.4,1.4,0,0,0,0.133,0,44,18,0,1.5,6,30
0,6.34,0,0,0,0,21,0,0,0,0,0,0,0,0,47,0,0,1.58,0,0,0,0,0,1.58,1.58,1.58,1.58,1.58,1.58,1.58,3.17,0,3.17,1.58,1.58,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0.431,0,52,2,0.215,3.461,12,90
0,0,0,0,0,0,15,0,0,0,0,0.45,0,0,0,82,0,0,0,0,0,0,0,0,1.81,0.45,0,0,0,0.9,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,78,63,0,1.444,5,104
0,0,0.1,0,0,0,15,0,0,0.1,0.1,0.96,0.1,0,0,84,0,0,0,0,0,0,0,0,3.52,0.1,0,0,0,0,0,0,0.74,0,0,0.1,0.21,0.1,0,0,0,0,0,0,0,0,0,0,0.014,0.117,0,18,88,0,2.204,24,496
0.38,0,1.9,0,1.14,0,57,0,0.38,0.38,0,0,0,0,0,85,0,0,0.38,0.76,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,589,1177,1178
0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,11,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,41,0,2.222,8,20
0,0,0,0,0,0,43,0,0,0.74,0,0,0,0,0,58,0,0,0.74,0,0,0,0,0,0.74,0.74,0,1.48,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0.257,0,67,59,0,2.638,11,95
0,0,0.38,0,0.38,0,34,0,0,0,0,1.15,0,0,0,63,0,0,0,0,0.38,0,0,0,0.38,0.38,0,0,1.93,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,33,78,0,1.8,5,108
0,0,0.33,0,0.33,0,8,0,0,0,0,0.33,0,0,0,46,0,0,1.01,0,0.67,0,0,0,1.35,1.01,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0.33,0.33,0,0,0.33,0,1.35,0,0,0,0,0.175,0.058,6,64,0,2.068,12,120
0,0,0,0,0,0,51,0,0,0,0,5.26,0,0,0,15,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,64,0.349,3.333,10,30
0,0,0,0,0,0,10,0,0,0.7,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.227,20,0,0,4.043,28,186
0,14.28,0,0,0,0,2,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,1.8,5,9
0,0,0.74,0,0,0,20,0,0,0.74,0,0,0.37,0.74,0,63,0.37,0,0.37,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0.37,0,0,0,0,0,0.245,0,90,70,0,4.666,64,196
0,0.16,0,0,0.16,0.16,86,1.14,1.3,0.32,0.32,0.48,0,0,0,92,0,0.32,0.81,0.48,1.46,2.93,0.16,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673,0.35,0.053,74,32,0.026,5.216,57,1038
0,0,0.32,0,0,0,41,0,0,0,0,0,0.32,0,0,66,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.055,0.334,0,44,46,0.055,1.685,6,59
0.69,0,0,0,1.39,0,33,0,0,0,0,0.69,0,0,0,39,0,0,3.49,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,6.1,57,183
0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,85,0,1.333,2,4
0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,41,57,0,1.272,3,14
0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,22,0,2.09,7,23
0.33,0,0.66,0,0.22,0,17,0,0.44,0.11,0,0.33,0,0,0,16,0,0,1.76,0,1.1,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.11,0,0,0,0,0,0,0.173,0,91,20,0.077,2.559,75,389
0,0,0,0,0,0,74,0,0,0,0,0.99,0,0,0,15,0,0,2.97,0,1.98,0,0,0,0.99,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,1.565,14,36
0,0,0.4,0,0.2,0.1,34,0,0,0,0,0.1,0.2,0,0,17,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.055,0,6,76,0,1.666,4,25
0,0,0.43,0,0,0,58,0,0,0,0,0,0,0,0,53,0,0,0.43,0,0,0,0,0,6.92,3.89,0,0,0,0,0,0,0,0,0,0,2.16,0,0,0,1.29,0,0,0.43,0,0,0,0,0.318,0.717,0.159,6,75,0,4.411,19,300
0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,41,0,2.09,7,23
0,0,1.29,0,0,0,66,0,0,0,0,1.29,0,0,0,45,0,0,1.29,0,5.19,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,60,0,4.23,25,55
0,0,0.78,0,0,0,30,0,0,0,0,0,0.78,0,0,56,0,0,0,0,0.78,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0.401,0,41,31,0,1.565,4,36
0,0,0.54,0,0.54,0,0,0,0,0.54,0,0,0,0,0,4,0,0,1.64,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0.096,0,49,57,0,1.969,16,130
0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,65,0,1,1,5
0,0,0,0,0,0,6,0,0,1.44,0,0,0,0,0,42,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,0,77,0,0,9.125,63,73
0,0,0.76,0,0.76,0,19,0.5,0,1.01,0,0.25,1.52,0,0.76,35,0,1.52,2.03,0,1.52,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.074,0,81,57,0,2.441,19,249
0.43,0.26,0.43,0,0.78,0.26,93,0.17,0.34,4.09,0.08,1.22,0.43,0,0.78,42,0.26,1.91,2.35,0,2.35,0,0.08,0.43,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0.056,0.241,0.042,32,85,0,4.319,126,1123
0,0,0,0,0,0,46,0,0,0,0.56,0.56,1.12,0,0,21,0,0,2.82,0,0,0,0,0,1.12,0.56,0,0,0,0.56,0.56,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.183,0.367,0,28,73,0,1.583,7,57
0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,73,0,1.12,1.12,0,1.12,0,0,0,1.12,1.12,0,2.24,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0,71,79,0,4.689,55,136
0.42,0,0.42,0,0.21,0,34,0,0,0,0,0.21,0,0,0,28,0,0,1.91,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0.04,0.04,0,4,90,0,2,3,14
0,0,0,0,0,0.49,6,0,0.99,0.49,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0.49,0.99,0,0,0,0.49,0,2.48,0,0.49,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,83,41,0,2.824,29,161
0,0,0.44,0,0.22,0.22,29,0,0.66,0.44,0.22,0.88,0,0,0,54,0,0,1.32,0,1.1,0.22,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.261,0,71,79,0,7.4,75,629
0,0,0.1,0,0.1,0,78,0,0,0,0,0.1,0,0.1,0,40,0,0,0,0,0,0,0,0,0.4,0.1,0,0.1,0.2,0.2,0,0.1,0.7,0,0.1,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0,0.6,0,0.096,0,4,88,0.012,2.037,18,913
0.06,0,0.06,0,0.19,0,6,0,0.73,0,0,0.19,0,0,0,30,0,0.06,0.26,0,0.19,0,0,0,0.79,0.86,0.06,0,0,0.06,0,0,1.06,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.06,0,0.363,0.143,0.057,58,63,0,2.716,37,880
0,0,0,0,0,0,63,0,0,0.37,0,0.75,0,0,0,39,0,0,2.63,0,0.75,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,31,82,0,1.433,5,86
0,0,0.33,0,0.99,0.99,82,0.33,0,0,0,0.33,0.33,0,0,16,0.33,0,1.98,0,3.3,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.108,0,61,41,0.054,2.195,50,202
0,0,1.66,0,0,0,43,0,0,0,0,0,0,0,0,42,0,1.66,1.66,0,0,0,0,0,3.33,1.66,0,1.66,0,1.66,1.66,0,0,0,1.66,1.66,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0.167,0,98,28,0,1.533,10,46
0,0,0,0,1.11,0,79,0.55,0,3.91,0,0,0,0,0,37,0,0,1.67,0,2.23,0,0,0,0.55,0.55,0,0,0,2.79,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,30,0,1.142,5,48
0,0,0,0,0,0,65,0,0,0,0,0,2.94,2.94,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,12,0,1.6,5,16
0.25,0,0.51,0,0.25,0.51,5,0,0,0,0,0.76,0,0,0,82,0,0.76,2.29,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0.132,47,72,0,2.593,14,153
