0,0.33,0.16,0,1.15,0.33,93,0,0,1.32,0,0.16,0,0.16,0.16,33,0,0,2.8,0,2.31,0,0.33,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0.33,0,0,0,0,0.126,0,12,42,0.025,3.401,37,364,0
0,0,0.37,0,0.28,0.28,79,0,0.09,0,0,0.18,0.28,0,0,48,0,0.46,2.71,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.09,0.09,0,0,0.017,0,2,79,0,1.024,3,128,0
0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,0,0,0,0,65,23,0,5.5,10,11,0
0,0.85,0.42,0,0.42,0,25,0,1.27,0.85,0,0.42,0.42,0,0,96,0,0,2.55,0,2.12,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.221,0,12,98,0.177,8.777,54,553,1
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,27,0,0,1.38,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,1.38,0,0,1.38,0,0,0,53,29,0,1.666,9,35,0
0,0,0,0,0,0,33,0,0,0,0,5.12,0,0,0,1,0,0,2.56,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0.5,0,3,42,0,2.266,7,34,0
0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,47,0,0,4.34,0,2.17,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,96,46,0,1,1,8,0
0,0,0.81,0,0.27,0,3,0,0,0.27,0,0.27,0.27,0,0,38,0,0,2.16,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.27,0,0,0.045,0.091,0,50,38,0,2.078,47,106,0
0,0,0.73,0,0.36,0.36,84,0,0,0,0,0,0,0,0,21,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,42,0,1.131,4,69,0
0,0,0.88,0,0,0,20,0,0.88,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315,0,85,57,0,1.166,3,21,0
0,0,0,0,0,0,93,0,0,0,0,0,0,0.88,0,23,0.88,0.88,2.65,0,1.76,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,0,1.37,3,37,0
0,0.9,0,0,0,0,17,0,0,0,0,0,0,0,0,95,0,1.81,3.63,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,61,12,0,6.266,41,94,1
0,0,0,0,2.38,0,22,0,0,0,0,0,0,0,0,28,0,0,2.38,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,1.5,4,15,0
0,0,0,0,0,0,52,0,0,0,0,2.56,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,61,0,3.444,15,31,0
0,0,0,0,0,0,69,0,0,0,0,1.02,0,0,0,39,0,0,0,0,0,0,0,0,3.06,4.08,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,51,87,0,1.718,12,122,0
0,0,0,0,0,1.21,20,0,0,0,0,0,0,0,0,51,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,1.21,0,0,0,0,0.212,0,67,4,0,1.406,5,45,0
0,0,0,0,0,0,84,0,0,0,0,0.71,0.71,0,0,4,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0.125,0,18,18,0,1.272,4,28,0
0,0,2.17,0,0,0,84,0,0,0,0,0,0,0,0,51,0,2.17,8.69,0,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,63,62,0,1.333,3,8,0
0,0,1.58,0,0,0,77,0,0,1.58,0,0,0,1.58,0,39,0,0,3.17,0,1.58,0,0,0,1.58,0,3.17,0,1.58,1.58,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,29,10,0,1.4,5,35,0
0,0,0.87,0,0,0,28,0,0,2.63,0.87,0.87,0,0,0,84,0,0,1.75,0,0,0,0,0,1.75,0.87,2.63,0.87,0.87,0.87,0.87,0.87,0,0.87,0.87,0.87,0.87,0,0.87,0.87,0,0,0.87,0,0.87,0,0,0,0.139,0.976,0,0,31,0,1.767,12,76,0
0,0,0,0,0,0,10,0,0,0,0,1.4,0,0,0,37,0.7,0,1.4,0,1.4,0,0,0,0,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0.267,0.066,37,91,0,17.952,200,377,0
0,0,0,0,1.05,0,19,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,83,69,0,1.486,10,55,0
0.11,0.05,0.22,0,0.22,0.05,2,0,0.05,0.11,0.11,0.56,0.05,0,0,20,0.16,0,1.35,0,0.73,0,0,0,1.69,1.3,0,0.05,0,0.11,0.16,0,0.05,0,0.33,0.05,0.33,0,0,0.05,0,0.11,0,0.11,0.05,0,0,0.05,0.025,0.085,0,13,92,0,2.031,22,971,0
0,0,0,0,1.65,0,97,0,0.82,0,0,1.65,0,0,0,51,0,0,1.65,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,38,26,0,1.769,11,69,1
0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,55,0,0,1.08,0,0,0,0,0,7.6,2.17,2.17,1.08,1.08,1.08,1.08,1.08,0,1.08,1.08,1.08,1.08,0,0,1.08,0,0,1.08,0,0,0,0,0,0,0.364,0.182,86,52,0,2.421,13,92,0
0,0,0,0,0.81,0,64,0,0,0,0,0,0,0,0,23,0,0,0.81,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,78,0,3.871,26,151,1
0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,67,0,0,1.33,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,57,0,29.125,223,233,1
0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,6,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,71,21,0,1,1,5,0
0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,59,0,14,53,56,0
0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704,0,34,46,0,1.75,3,7,0
0,0,0.34,0,0.34,0,7,0,0,0,0,0.34,0.34,0,0,7,0,0,0.34,0,0.34,0,0,0,0.34,0.69,0,0,0,0,0,0,0,0,0,0.34,1.04,0,0,0,0,0,0.34,0,0,0,0,0,0,0.149,0,20,22,0,2.35,14,188,0
0,0,0.45,0,0.45,0,7,0,0,0,0,0,0.22,0,0,95,0,0,1.35,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0,0,0,0,0,19,8,0,1.13,3,78,0
0.36,0.27,0.63,0,0.82,0.36,89,0.36,0.27,4.1,0.09,1.27,0.45,0,1.27,82,0.27,2.1,2.73,0,2.83,0,0.09,0.27,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.101,0,31,95,0,3.707,127,875,1
0,0,0,0,0,0,97,0,0,0.74,0,0,0,0,0,51,0,0,1.49,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,4.47,0,0,0,0.124,0,8,15,0,1.966,15,59,0
0,14.28,0,0,0,0,26,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,95,0,1.8,5,9,0
0,0,0.15,0,0.62,0,38,0,1.09,0,0,0,0.46,0,0,46,0.15,1.4,2.19,0,1.09,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,48,96,0,3.278,23,259,1
0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,68,0,0,0.8,0,0,0,0,0,0.8,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,83,75,0,1.428,5,50,0
0,0,2.15,0,1.07,0,0,0,0,0,0,0,0,0,0,36,0,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,91,0,2.333,19,49,1
0,0.26,0.26,0,0.26,0,8,0.26,0,0,0.26,1.07,0,0,0,93,0.53,0,1.07,0,1.07,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,17,72,0,1.564,8,194,0
0.1,0.1,0.71,0,0.61,0.3,7,0.1,1.42,0.81,0.1,0.5,0,0,0,86,0,1.11,2.23,0.5,2.03,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.264,5,35,0.033,3.186,56,1042,1
0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0,45,20,0,2,3,6,0
0,0,0,0,0,0,59,0,0,0,0,1.36,0,0,0,38,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,1.36,1.36,0,0,0,0,0,22,42,0,2.076,15,27,0
0,0,0,0,2.02,0,64,0,0,0,0,0,1.01,0,0,29,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0.166,0.166,0.166,75,38,0,1.428,6,40,0
0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,39,0,1,1,4,0
0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,55,3.15,0,0,0,0,0,0,0,4.5,1.8,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0.557,0,0,73,6,0,2.063,34,130,0
0,0,0,0,0,0,95,0,0,1.66,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,54,72,0,3.85,26,77,0
0,0,0,0,0,0,12,0,0,0.4,0,0.4,0,0,0,24,0,0,0,0,1.22,0,0,0,0.4,0.4,0,0.81,0,0,0,0,0.81,0,0,0.4,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0.199,0,56,46,0,2.386,11,105,0
0,0,0,0,0,0,52,0,0,1.11,0,0,0,0,0,54,0,0,2.22,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,44,41,0,4,16,40,1
0,0,0,0,0,0,17,0,0,0.63,0,0.63,0,0,0,46,0,0,0,0,0.63,0,0,0,2.54,1.91,1.91,0.63,0.63,0.63,0.63,0.63,0,0.63,0.63,0.63,0.63,0,0.63,0.63,0,0,0.63,0,0.63,0,0,0,0,0.279,0.093,14,83,0,1.981,12,105,0
0.33,0.84,0.67,0,0.67,0.33,45,0,0.33,0,0.16,0.84,0.16,0,0,44,0,0.5,3.03,0.33,2.18,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,78,22,0.026,6.5,525,858,1
0.39,0,0,0,0,0,70,0,0,0.39,0,0,0,0,0,99,0,0,2.39,0,0,0,0,0,5.57,1.59,1.19,0.39,0.39,1.19,0.39,0.39,0,0.39,0.39,0.39,0.39,0,0.79,0.39,0,0,0.39,0,0.39,0,0,0,0,0.104,0.052,13,22,0.052,3.153,57,246,0
0.1,0.1,0.73,0,0.2,0.1,7,0.62,0.1,0.31,0.31,1.04,0,0,0,51,1.14,0.31,2.4,0.93,2.92,0,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.163,0,7,41,0,4.064,92,817,1
0.63,0,0.63,0,1.27,0,58,0,0,0,0,0.63,0,0,0,94,0.63,0,1.27,0,2.54,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,74,70,0,2.458,22,118,1
0,0,0,0,0,0,70,0,0,0,0,6.25,0,0,0,40,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,11,0,1,1,2,1
0,0,0,0,0,0,85,0,0,0,0,1.38,0,0,0,4,0,0,1.38,0,1.38,0,0,0,1.38,1.38,2.77,0,0,0,0,0,0,0,0,0,1.38,0,1.38,0,0,0,1.38,0,0,0,0,0,0,0,0.224,12,69,0,1.451,12,45,0
0,0,0,0,0,0,7,0,0,0,0,2.4,0,0,0,22,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0.166,0,89,89,0,2.2,22,55,0
0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,72,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,84,0,1,1,12,0
0.44,0.44,0,0,0,0,37,0,0,2.64,0,1.76,0,0,0,16,0,0.44,2.64,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,9,55,0,5.977,70,263,1
0.15,0,0.46,0,0.61,0,71,0,0.92,0.76,0.76,0.92,0,0,0,6,0,0.15,1.23,3.53,2,0,0,0.15,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.271,0,98,2,0.022,9.744,445,1257,1
0,0,0,0,0,3.57,31,0,0,0,0,0,0,0,0,65,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,52,95,0,1,1,7,0
0.49,0,0.74,0,0.24,0.24,12,0.49,0,0,0.49,2.24,0,0,0,98,0.99,0.24,3.99,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,74,15,0,4.071,60,228,1
0.14,0.14,0.29,0,0,0,90,0,1.17,0.29,0.14,0.58,0,0,0,97,0,0.14,2.35,0.14,0.88,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0.204,0,21,12,0.102,2.962,73,400,1
0.1,0,0.74,0.21,0.21,0,35,0.1,0,0,0.1,0.31,0,0,0,87,0,0.21,0.63,0,0.31,0,0.21,0,0,0,0,0,0,0.1,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,62,27,0.253,7.887,126,1609,1
0.54,0,1.08,0,0.54,0,78,0,0,0,0,0.54,0,0,0,32,0.54,0,4.32,0,1.08,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,54,19,0,5.454,68,180,1
0,0,0,0,0,0,25,0,0,0,0,1.56,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,1.56,0,3.12,0,1.56,0,1.56,1.56,0,0,0,0.215,0.215,49,70,0,1.666,12,30,0
0,0,0,0,0,0,0,1.08,0,0,0,1.62,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0.54,0.54,0,0,0,0,0,0,0,0,0,0.54,0,0.166,0,2,73,0,1.528,13,81,0
0,0,0,0,0,0,99,0,0,0.84,0,0.84,0,0,0,29,0,0,4.2,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,74,3,0,1.454,9,32,0
0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0.305,0.611,0,9,20,0,5.5,22,66,1
0,0,0.43,0,0.87,0,22,0,0,0,0,0,0,0,0,4,0.87,0,2.62,0,1.31,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0.072,0,59,45,0,6.274,90,320,1
0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0,52,36,0,1.666,6,55,0
0,0,0,0,0,0,59,0,0,0,0,0.83,0,0,0,89,0,0,3.33,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0.83,0,0,0,0.12,0,1,19,0,3.137,47,91,0
0,0,0,0,1.88,0,68,1.88,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,17,54,0,2.45,11,49,1
0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,16,0,0,1.13,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0.194,41,90,0,1.909,5,42,0
0,0,0.32,0,0.65,0.65,11,0.32,0,0,0,0.32,0.32,0,0,15,0.32,0,2.28,0,3.25,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0.111,0,85,78,0,1.494,10,139,1
0,0,0,0,0,0,13,0,0,0.68,0,0,0,0,0,18,0,0,1.37,0,2.06,0,0,0,0,0,0.68,0,0,0,0,0.68,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,48,76,0.072,3.369,19,155,0
0,0.78,2.34,0,0.78,0,13,0,0,0,0,1.56,0,0,0,80,0,0.78,7.03,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,74,0,1.348,29,147,1
0.07,0,0.07,0,0,0.07,56,0,0,0,0.14,1.04,0.14,0.07,0,92,0.52,0,0,0,0,0,0.22,0,2.23,0.07,0,0,0,0,0,0,0,0,0,0.22,0.14,0,0.07,0,0,0,0.07,0,0,0,0,0,0.111,0.151,0.01,99,94,0,2.25,24,720,0
0,0,0,0,1.26,0,15,1.26,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0,71,47,0,3.558,25,121,1
0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,89,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,38,11,0,1.666,3,5,0
0,0,0.18,0,0.18,0,97,0,0.54,0.36,0.36,0.9,0,0.36,0,28,0,0.18,2.7,0.18,0.72,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0.18,0,0,0,0,0,0,0,0,55,31,0,9.043,363,841,1
0,0,0,0,0,0,88,0,0,3.57,0,1.78,0,0,0,26,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,0,29,48,0,4.157,13,79,1
0,3.27,0,0,1.63,0,38,0,0,0,0,0,0,0,0,59,0,0,0,0,3.27,0,0,0,0,0,1.63,0,0,0,0,1.63,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527,0,41,4,0,2.12,22,53,0
